question,pororo_ner
브룸/예튼/제이고 이론은 단기간 학습을 통해 어디에 적용할 수 있나?,"[('브룸', 'PERSON'), ('/', 'O'), ('예튼', 'PERSON'), ('/', 'O'), ('제이고 이론', 'THEORY'), ('은', 'O'), (' ', 'O'), ('단기간', 'O'), (' ', 'O'), ('학습을', 'O'), (' ', 'O'), ('통해', 'O'), (' ', 'O'), ('어디에', 'O'), (' ', 'O'), ('적용할', 'O'), (' ', 'O'), ('수', 'O'), (' ', 'O'), ('있나?', 'O')]"
고구려 연맹장들이 세력을 키우고 집권화하는 데 중요한 역할을 한 도구는?,"[('고구려', 'DATE'), (' ', 'O'), ('연맹장', 'CIVILIZATION'), ('들이', 'O'), (' ', 'O'), ('세력을', 'O'), (' ', 'O'), ('키우고', 'O'), (' ', 'O'), ('집권화하는', 'O'), (' ', 'O'), ('데', 'O'), (' ', 'O'), ('중요한', 'O'), (' ', 'O'), ('역할을', 'O'), (' ', 'O'), ('한', 'O'), (' ', 'O'), ('도구는?', 'O')]"
이탈리아 수석 대주교의 직함 중 없어진 것은?,"[('이탈리아', 'COUNTRY'), (' ', 'O'), ('수석', 'CIVILIZATION'), (' ', 'O'), ('대주교', 'CIVILIZATION'), ('의', 'O'), (' ', 'O'), ('직함', 'O'), (' ', 'O'), ('중', 'O'), (' ', 'O'), ('없어진', 'O'), (' ', 'O'), ('것은?', 'O')]"
1479년 아라곤의 왕위를 계승한 인물은?,"[('1479년', 'DATE'), (' ', 'O'), ('아라곤', 'LOCATION'), ('의', 'O'), (' ', 'O'), ('왕위를', 'O'), (' ', 'O'), ('계승한', 'O'), (' ', 'O'), ('인물은?', 'O')]"
호프만스탈의 사망 원인은?,"[('호프만스탈', 'PERSON'), ('의', 'O'), (' ', 'O'), ('사망', 'O'), (' ', 'O'), ('원인은?', 'O')]"
각진국사가 주변 주민들을 돕기 위해 심은 것은?,"[('각진국사', 'ARTIFACT'), ('가', 'O'), (' ', 'O'), ('주변', 'O'), (' ', 'O'), ('주민', 'CIVILIZATION'), ('들을', 'O'), (' ', 'O'), ('돕기', 'O'), (' ', 'O'), ('위해', 'O'), (' ', 'O'), ('심은', 'O'), (' ', 'O'), ('것은?', 'O')]"
"존재에 대해 의심하는 순간, 존재를 증명하는 것은?","[('존재에', 'O'), (' ', 'O'), ('대해', 'O'), (' ', 'O'), ('의심하는', 'O'), (' ', 'O'), ('순간,', 'O'), (' ', 'O'), ('존재를', 'O'), (' ', 'O'), ('증명하는', 'O'), (' ', 'O'), ('것은?', 'O')]"
지온 군의 강하 작전 때 지구상의 연방군이 쓸 수 없게 된 것은?,"[('지온 군', 'ORGANIZATION'), ('의', 'O'), (' ', 'O'), ('강하', 'O'), (' ', 'O'), ('작전', 'O'), (' ', 'O'), ('때', 'O'), (' ', 'O'), ('지구상', 'LOCATION'), ('의', 'O'), (' ', 'O'), ('연방군', 'ORGANIZATION'), ('이', 'O'), (' ', 'O'), ('쓸', 'O'), (' ', 'O'), ('수', 'O'), (' ', 'O'), ('없게', 'O'), (' ', 'O'), ('된', 'O'), (' ', 'O'), ('것은?', 'O')]"
홈 네이션스와 같은 말은?,"[('홈', 'TERM'), (' ', 'O'), ('네이션스와', 'O'), (' ', 'O'), ('같은', 'O'), (' ', 'O'), ('말은?', 'O')]"
플레이어와 블레이드가 알두인에 맞서 싸울 수 있는 힌트를 얻은 장소는?,"[('플레이어', 'CIVILIZATION'), ('와', 'O'), (' ', 'O'), ('블레이드', 'PERSON'), ('가', 'O'), (' ', 'O'), ('알두인', 'PERSON'), ('에', 'O'), (' ', 'O'), ('맞서', 'O'), (' ', 'O'), ('싸울', 'O'), (' ', 'O'), ('수', 'O'), (' ', 'O'), ('있는', 'O'), (' ', 'O'), ('힌트를', 'O'), (' ', 'O'), ('얻은', 'O'), (' ', 'O'), ('장소는?', 'O')]"
석조 보살좌상에서 신체의 밑부분 보다 크다고 느껴지는 것은?,"[('석조', 'O'), (' ', 'O'), ('보살', 'ARTIFACT'), ('좌상', 'ARTIFACT'), ('에서', 'O'), (' ', 'O'), ('신체의', 'O'), (' ', 'O'), ('밑부분', 'O'), (' ', 'O'), ('보다', 'O'), (' ', 'O'), ('크다고', 'O'), (' ', 'O'), ('느껴지는', 'O'), (' ', 'O'), ('것은?', 'O')]"
처녀는 물에 무엇을 띄어 왕건에게 주었나요?,"[('처녀는', 'O'), (' ', 'O'), ('물에', 'O'), (' ', 'O'), ('무엇을', 'O'), (' ', 'O'), ('띄어', 'O'), (' ', 'O'), ('왕건', 'PERSON'), ('에게', 'O'), (' ', 'O'), ('주었나요?', 'O')]"
공릉천이 합류하는 하천은?,"[('공릉천', 'LOCATION'), ('이', 'O'), (' ', 'O'), ('합류하는', 'O'), (' ', 'O'), ('하천은?', 'O')]"
불염포에 싸여 있는 곳은 무슨 악취가 나는가?,"[('불염포에', 'O'), (' ', 'O'), ('싸여', 'O'), (' ', 'O'), ('있는', 'O'), (' ', 'O'), ('곳은', 'O'), (' ', 'O'), ('무슨', 'O'), (' ', 'O'), ('악취가', 'O'), (' ', 'O'), ('나는가?', 'O')]"
야마가타 이자부로에게 독립선언 사실을 알린 사람은 모두 몇 명인가?,"[('야마가타 이자부로', 'PERSON'), ('에게', 'O'), (' ', 'O'), ('독립선언', 'EVENT'), (' ', 'O'), ('사실을', 'O'), (' ', 'O'), ('알린', 'O'), (' ', 'O'), ('사람은', 'O'), (' ', 'O'), ('모두', 'O'), (' ', 'O'), ('몇', 'O'), (' ', 'O'), ('명인가?', 'O')]"
골더스그린역 기준으로 헨든 센트럭역이 위치한 방향은?,"[('골더스그린역', 'LOCATION'), (' ', 'O'), ('기준으로', 'O'), (' ', 'O'), ('헨든 센트럭역', 'LOCATION'), ('이', 'O'), (' ', 'O'), ('위치한', 'O'), (' ', 'O'), ('방향은?', 'O')]"
삿사 나리마사가 엣추국을 성장시키는데 기반으로 삼은 산업은?,"[('삿사 나리마사', 'PERSON'), ('가', 'O'), (' ', 'O'), ('엣추국', 'ARTIFACT'), ('을', 'O'), (' ', 'O'), ('성장시키는데', 'O'), (' ', 'O'), ('기반으로', 'O'), (' ', 'O'), ('삼은', 'O'), (' ', 'O'), ('산업은?', 'O')]"
성매매 종사자가 계약에 묶일 필요없이 언제든 그만 둘 수 있음을 의미하는 말은?,"[('성매매', 'CIVILIZATION'), (' ', 'O'), ('종사자', 'CIVILIZATION'), ('가', 'O'), (' ', 'O'), ('계약에', 'O'), (' ', 'O'), ('묶일', 'O'), (' ', 'O'), ('필요없이', 'O'), (' ', 'O'), ('언제든', 'O'), (' ', 'O'), ('그만', 'O'), (' ', 'O'), ('둘', 'O'), (' ', 'O'), ('수', 'O'), (' ', 'O'), ('있음을', 'O'), (' ', 'O'), ('의미하는', 'O'), (' ', 'O'), ('말은?', 'O')]"
대한민국 임시정부가 김성수에게 내어준 자리는?,"[('대한민국', 'COUNTRY'), (' ', 'O'), ('임시정부', 'ORGANIZATION'), ('가', 'O'), (' ', 'O'), ('김성수', 'PERSON'), ('에게', 'O'), (' ', 'O'), ('내어준', 'O'), (' ', 'O'), ('자리는?', 'O')]"
사이클롭스는 어떠한 몬스터로 분류되는가?,"[('사이클롭스', 'ANIMAL'), ('는', 'O'), (' ', 'O'), ('어떠한', 'O'), (' ', 'O'), ('몬스터로', 'O'), (' ', 'O'), ('분류되는가?', 'O')]"
보조 수트 액터를 맡은 사람은?,"[('보조 수트 액터', 'CIVILIZATION'), ('를', 'O'), (' ', 'O'), ('맡은', 'O'), (' ', 'O'), ('사람은?', 'O')]"
마사키가 라기아스에 남을 수 있었던 이유는?,"[('마사키', 'PERSON'), ('가', 'O'), (' ', 'O'), ('라기아스', 'ARTIFACT'), ('에', 'O'), (' ', 'O'), ('남을', 'O'), (' ', 'O'), ('수', 'O'), (' ', 'O'), ('있었던', 'O'), (' ', 'O'), ('이유는?', 'O')]"
정병국이 집행유예를 받을 수 있게 도움을 준 것은 누구인가?,"[('정병국', 'PERSON'), ('이', 'O'), (' ', 'O'), ('집행유예', 'CIVILIZATION'), ('를', 'O'), (' ', 'O'), ('받을', 'O'), (' ', 'O'), ('수', 'O'), (' ', 'O'), ('있게', 'O'), (' ', 'O'), ('도움을', 'O'), (' ', 'O'), ('준', 'O'), (' ', 'O'), ('것은', 'O'), (' ', 'O'), ('누구인가?', 'O')]"
미키 카즈마가 중요시한 캐릭터의 특징은?,"[('미키 카즈마', 'PERSON'), ('가', 'O'), (' ', 'O'), ('중요시한', 'O'), (' ', 'O'), ('캐릭터의', 'O'), (' ', 'O'), ('특징은?', 'O')]"
소론의 우두머리를 맡은 인물의 아버지는?,"[('소론', 'ORGANIZATION'), ('의', 'O'), (' ', 'O'), ('우두머리', 'CIVILIZATION'), ('를', 'O'), (' ', 'O'), ('맡은', 'O'), (' ', 'O'), ('인물의', 'O'), (' ', 'O'), ('아버지', 'CIVILIZATION'), ('는?', 'O')]"
독립채산제의 확대 실시 등으로 이루어진 경제 관리 개선 조치를 무엇이라고 하는가?,"[('독립채산제', 'CIVILIZATION'), ('의', 'O'), (' ', 'O'), ('확대', 'O'), (' ', 'O'), ('실시', 'O'), (' ', 'O'), ('등으로', 'O'), (' ', 'O'), ('이루어진', 'O'), (' ', 'O'), ('경제', 'O'), (' ', 'O'), ('관리', 'O'), (' ', 'O'), ('개선', 'O'), (' ', 'O'), ('조치를', 'O'), (' ', 'O'), ('무엇이라고', 'O'), (' ', 'O'), ('하는가?', 'O')]"
블랑카의 전기를 빼앗으려한 인물은?,"[('블랑카', 'LOCATION'), ('의', 'O'), (' ', 'O'), ('전기를', 'O'), (' ', 'O'), ('빼앗으려한', 'O'), (' ', 'O'), ('인물은?', 'O')]"
진시황이 즉위하기 전에는 어느 나라의 천자가 유일하게 왕이 될 수 있었나?,"[('진시황', 'PERSON'), ('이', 'O'), (' ', 'O'), ('즉위하기', 'O'), (' ', 'O'), ('전에는', 'O'), (' ', 'O'), ('어느', 'O'), (' ', 'O'), ('나라의', 'O'), (' ', 'O'), ('천자', 'CIVILIZATION'), ('가', 'O'), (' ', 'O'), ('유일하게', 'O'), (' ', 'O'), ('왕', 'OCCUPATION'), ('이', 'O'), (' ', 'O'), ('될', 'O'), (' ', 'O'), ('수', 'O'), (' ', 'O'), ('있었나?', 'O')]"
톰홀츠가 언제 책에서 티타노케라톱스의 동물이명에 대해 언급했나요?,"[('톰홀츠', 'PERSON'), ('가', 'O'), (' ', 'O'), ('언제', 'O'), (' ', 'O'), ('책에서', 'O'), (' ', 'O'), ('티타노케라톱스', 'ANIMAL'), ('의', 'O'), (' ', 'O'), ('동물이명에', 'O'), (' ', 'O'), ('대해', 'O'), (' ', 'O'), ('언급했나요?', 'O')]"
2001년 포이즌 필 규정을 채택한 회사의 지분을 두 번째로 많이 소유한 곳은?,"[('2001년', 'DATE'), (' ', 'O'), ('포이즌 필', 'CIVILIZATION'), (' ', 'O'), ('규정을', 'O'), (' ', 'O'), ('채택한', 'O'), (' ', 'O'), ('회사의', 'O'), (' ', 'O'), ('지분을', 'O'), (' ', 'O'), ('두 번째', 'QUANTITY'), ('로', 'O'), (' ', 'O'), ('많이', 'O'), (' ', 'O'), ('소유한', 'O'), (' ', 'O'), ('곳은?', 'O')]"
혜경궁 홍씨의 저서는?,"[('혜경궁 홍', 'PERSON'), ('씨의', 'O'), (' ', 'O'), ('저서는?', 'O')]"
1969년 공화주의 스파르타크 경연 대회에서 킴의 성적은?,"[('1969년', 'DATE'), (' ', 'O'), ('공화주의', 'THEORY'), (' ', 'O'), ('스파르타크', 'STUDY_FIELD'), (' ', 'O'), ('경연', 'O'), (' ', 'O'), ('대회에서', 'O'), (' ', 'O'), ('킴', 'PERSON'), ('의', 'O'), (' ', 'O'), ('성적은?', 'O')]"
컴퓨터 플랫폼 중 가장 유명한 것은?,"[('컴퓨터', 'TERM'), (' ', 'O'), ('플랫폼', 'O'), (' ', 'O'), ('중', 'O'), (' ', 'O'), ('가장', 'O'), (' ', 'O'), ('유명한', 'O'), (' ', 'O'), ('것은?', 'O')]"
"자신의 병사를 지키며, 적군의 사기를 떨어뜨릴 수 있는 공격 방법은?","[('자신의', 'O'), (' ', 'O'), ('병사', 'CIVILIZATION'), ('를', 'O'), (' ', 'O'), ('지키며,', 'O'), (' ', 'O'), ('적군의', 'O'), (' ', 'O'), ('사기를', 'O'), (' ', 'O'), ('떨어뜨릴', 'O'), (' ', 'O'), ('수', 'O'), (' ', 'O'), ('있는', 'O'), (' ', 'O'), ('공격', 'O'), (' ', 'O'), ('방법은?', 'O')]"
레온나토스가 측근 호위관이 된 연도는?,"[('레온나토스', 'PERSON'), ('가', 'O'), (' ', 'O'), ('측근', 'O'), (' ', 'O'), ('호위관', 'CIVILIZATION'), ('이', 'O'), (' ', 'O'), ('된', 'O'), (' ', 'O'), ('연도는?', 'O')]"
센트럴 런던으로 출근하는 사람들 중 자차를 이용하는 사람의 비율은?,"[('센트럴 런던', 'LOCATION'), ('으로', 'O'), (' ', 'O'), ('출근하는', 'O'), (' ', 'O'), ('사람들', 'O'), (' ', 'O'), ('중', 'O'), (' ', 'O'), ('자차를', 'O'), (' ', 'O'), ('이용하는', 'O'), (' ', 'O'), ('사람의', 'O'), (' ', 'O'), ('비율은?', 'O')]"
동키의 발명품의 명칭은?,"[('동키', 'PERSON'), ('의', 'O'), (' ', 'O'), ('발명품의', 'O'), (' ', 'O'), ('명칭은?', 'O')]"
무인은 언제부터 일국동량의 명령을 받기 시작했는가?,"[('무인은', 'O'), (' ', 'O'), ('언제부터', 'O'), (' ', 'O'), ('일국동량의', 'O'), (' ', 'O'), ('명령을', 'O'), (' ', 'O'), ('받기', 'O'), (' ', 'O'), ('시작했는가?', 'O')]"
노동 시장 안의 현상들을 학문화할 수 있었던 기반을 다지기 시작한 시기는?,"[('노동', 'O'), (' ', 'O'), ('시장', 'O'), (' ', 'O'), ('안의', 'O'), (' ', 'O'), ('현상들을', 'O'), (' ', 'O'), ('학문화할', 'O'), (' ', 'O'), ('수', 'O'), (' ', 'O'), ('있었던', 'O'), (' ', 'O'), ('기반을', 'O'), (' ', 'O'), ('다지기', 'O'), (' ', 'O'), ('시작한', 'O'), (' ', 'O'), ('시기는?', 'O')]"
메흐메트가 이탈리아를 침략한 이유는?,"[('메흐메트', 'PERSON'), ('가', 'O'), (' ', 'O'), ('이탈리아', 'COUNTRY'), ('를', 'O'), (' ', 'O'), ('침략한', 'O'), (' ', 'O'), ('이유는?', 'O')]"
유엔 인구 기금은 누구를 만날 때 7개의 규칙을 따르라고 하였나?,"[('유엔', 'ORGANIZATION'), (' ', 'O'), ('인구', 'O'), (' ', 'O'), ('기금은', 'O'), (' ', 'O'), ('누구를', 'O'), (' ', 'O'), ('만날', 'O'), (' ', 'O'), ('때', 'O'), (' ', 'O'), ('7개', 'QUANTITY'), ('의', 'O'), (' ', 'O'), ('규칙을', 'O'), (' ', 'O'), ('따르라고', 'O'), (' ', 'O'), ('하였나?', 'O')]"
도조 히데키는 누구의 죽음 이후에 통제파의 주요 인물이 되었나요?,"[('도조 히데키', 'PERSON'), ('는', 'O'), (' ', 'O'), ('누구의', 'O'), (' ', 'O'), ('죽음', 'O'), (' ', 'O'), ('이후에', 'O'), (' ', 'O'), ('통제파의', 'O'), (' ', 'O'), ('주요', 'O'), (' ', 'O'), ('인물이', 'O'), (' ', 'O'), ('되었나요?', 'O')]"
마사카타의 시체가 고사카 산에 묻히기 이전에 있었던 곳은?,"[('마사카타', 'PERSON'), ('의', 'O'), (' ', 'O'), ('시체가', 'O'), (' ', 'O'), ('고사카 산', 'LOCATION'), ('에', 'O'), (' ', 'O'), ('묻히기', 'O'), (' ', 'O'), ('이전에', 'O'), (' ', 'O'), ('있었던', 'O'), (' ', 'O'), ('곳은?', 'O')]"
그레고리오를 라테리노 궁전에 가둔모임은?,"[('그레고리오', 'PERSON'), ('를', 'O'), (' ', 'O'), ('라테리노 궁전', 'ARTIFACT'), ('에', 'O'), (' ', 'O'), ('가둔모임은?', 'O')]"
경제적 이유로 다시 창을 무기로 사용한 국가는?,"[('경제적', 'O'), (' ', 'O'), ('이유로', 'O'), (' ', 'O'), ('다시', 'O'), (' ', 'O'), ('창을', 'O'), (' ', 'O'), ('무기로', 'O'), (' ', 'O'), ('사용한', 'O'), (' ', 'O'), ('국가는?', 'O')]"
프시타코사우루스의 얼굴에서 유일하게 다른 파충류와 다른것은?,"[('프시타코사우루스', 'ANIMAL'), ('의', 'O'), (' ', 'O'), ('얼굴', 'ANIMAL'), ('에서', 'O'), (' ', 'O'), ('유일하게', 'O'), (' ', 'O'), ('다른', 'O'), (' ', 'O'), ('파충류', 'ANIMAL'), ('와', 'O'), (' ', 'O'), ('다른것은?', 'O')]"
나무다리의 한계를 대체하기 위해 만든 것은?,"[('나무다리의', 'O'), (' ', 'O'), ('한계를', 'O'), (' ', 'O'), ('대체하기', 'O'), (' ', 'O'), ('위해', 'O'), (' ', 'O'), ('만든', 'O'), (' ', 'O'), ('것은?', 'O')]"
쇼군 직속가신단 중 쇼군을 직접 만날 수 있는 무사는?,"[('쇼군', 'OCCUPATION'), (' ', 'O'), ('직속가신단', 'O'), (' ', 'O'), ('중', 'O'), (' ', 'O'), ('쇼군', 'OCCUPATION'), ('을', 'O'), (' ', 'O'), ('직접', 'O'), (' ', 'O'), ('만날', 'O'), (' ', 'O'), ('수', 'O'), (' ', 'O'), ('있는', 'O'), (' ', 'O'), ('무사', 'OCCUPATION'), ('는?', 'O')]"
유영 대신 황태자가 될 뻔한 인물은?,"[('유영', 'PERSON'), (' ', 'O'), ('대신', 'O'), (' ', 'O'), ('황태자', 'CIVILIZATION'), ('가', 'O'), (' ', 'O'), ('될', 'O'), (' ', 'O'), ('뻔한', 'O'), (' ', 'O'), ('인물은?', 'O')]"
닉슨 행정부가 출범한 시기는?,"[('닉슨', 'PERSON'), (' ', 'O'), ('행정부', 'ORGANIZATION'), ('가', 'O'), (' ', 'O'), ('출범한', 'O'), (' ', 'O'), ('시기는?', 'O')]"
20세기 이후에 함대 통보함의 임무를 대신하는 것은?,"[('20세기 이후', 'DATE'), ('에', 'O'), (' ', 'O'), ('함', 'ARTIFACT'), ('대', 'O'), (' ', 'O'), ('통보함', 'ARTIFACT'), ('의', 'O'), (' ', 'O'), ('임무를', 'O'), (' ', 'O'), ('대신하는', 'O'), (' ', 'O'), ('것은?', 'O')]"
치천나라가 건립된 해는?,"[('치천나라', 'ARTIFACT'), ('가', 'O'), (' ', 'O'), ('건립된', 'O'), (' ', 'O'), ('해는?', 'O')]"
러일 전쟁의 승전국은?,"[('러일 전쟁', 'EVENT'), ('의', 'O'), (' ', 'O'), ('승전국은?', 'O')]"
역대 로마의 왕들 중 가장 먼저 포룸 로마눔에서 베스타 여신을 섬기는 의식을 치른 왕의 이름은?,"[('역대', 'O'), (' ', 'O'), ('로마', 'CITY'), ('의', 'O'), (' ', 'O'), ('왕', 'OCCUPATION'), ('들', 'O'), (' ', 'O'), ('중', 'O'), (' ', 'O'), ('가장', 'O'), (' ', 'O'), ('먼저', 'O'), (' ', 'O'), ('포룸 로마눔', 'ARTIFACT'), ('에서', 'O'), (' ', 'O'), ('베스타 여신', 'CIVILIZATION'), ('을', 'O'), (' ', 'O'), ('섬기는', 'O'), (' ', 'O'), ('의식을', 'O'), (' ', 'O'), ('치른', 'O'), (' ', 'O'), ('왕', 'OCCUPATION'), ('의', 'O'), (' ', 'O'), ('이름은?', 'O')]"
실외에서 하는 농구 경기를 무엇이라고 하는가?,"[('실외에서', 'O'), (' ', 'O'), ('하는', 'O'), (' ', 'O'), ('농구', 'CIVILIZATION'), (' ', 'O'), ('경기를', 'O'), (' ', 'O'), ('무엇이라고', 'O'), (' ', 'O'), ('하는가?', 'O')]"
타르 연주자가 음을 결정하기 위해 손을 대야 하는 것은?,"[('타르', 'MATERIAL'), (' ', 'O'), ('연주자', 'OCCUPATION'), ('가', 'O'), (' ', 'O'), ('음을', 'O'), (' ', 'O'), ('결정하기', 'O'), (' ', 'O'), ('위해', 'O'), (' ', 'O'), ('손', 'ANIMAL'), ('을', 'O'), (' ', 'O'), ('대야', 'O'), (' ', 'O'), ('하는', 'O'), (' ', 'O'), ('것은?', 'O')]"
주제 사라마구가 반종교주의자라며 비판한 곳은?,"[('주제', 'O'), (' ', 'O'), ('사라마구', 'PERSON'), ('가', 'O'), (' ', 'O'), ('반종교주의자', 'CIVILIZATION'), ('라며', 'O'), (' ', 'O'), ('비판한', 'O'), (' ', 'O'), ('곳은?', 'O')]"
열대 파동으로부터 제 8호 열대저기압이 생겨난 날짜는?,"[('열대', 'EVENT'), (' ', 'O'), ('파동으로부터', 'O'), (' ', 'O'), ('제 8호', 'QUANTITY'), (' ', 'O'), ('열대저기압', 'TERM'), ('이', 'O'), (' ', 'O'), ('생겨난', 'O'), (' ', 'O'), ('날짜는?', 'O')]"
송우석이 인권 변호사로 활동하게 된 계기는?,"[('송우석', 'PERSON'), ('이', 'O'), (' ', 'O'), ('인권', 'CIVILIZATION'), (' ', 'O'), ('변호사', 'CIVILIZATION'), ('로', 'O'), (' ', 'O'), ('활동하게', 'O'), (' ', 'O'), ('된', 'O'), (' ', 'O'), ('계기는?', 'O')]"
남성 노동자들은 누가 중국 남성들의 미국 이민을 거부하길 바랐는가?,"[('남성', 'O'), (' ', 'O'), ('노동자', 'OCCUPATION'), ('들은', 'O'), (' ', 'O'), ('누가', 'O'), (' ', 'O'), ('중국', 'COUNTRY'), (' ', 'O'), ('남성들의', 'O'), (' ', 'O'), ('미국', 'COUNTRY'), (' ', 'O'), ('이민을', 'O'), (' ', 'O'), ('거부하길', 'O'), (' ', 'O'), ('바랐는가?', 'O')]"
외교 사절단이라는 함정을 이용해 프리츠 황제를 암살하고자 한 집단은?,"[('외교', 'O'), (' ', 'O'), ('사절단이라는', 'O'), (' ', 'O'), ('함정을', 'O'), (' ', 'O'), ('이용해', 'O'), (' ', 'O'), ('프리츠', 'PERSON'), (' ', 'O'), ('황제', 'OCCUPATION'), ('를', 'O'), (' ', 'O'), ('암살하고자', 'O'), (' ', 'O'), ('한', 'O'), (' ', 'O'), ('집단은?', 'O')]"
2차 컨스타운 전투 당시 브레킨리지는 누구의 휘하에 있었나?,"[('2차', 'QUANTITY'), (' ', 'O'), ('컨스타운 전투', 'EVENT'), (' ', 'O'), ('당시', 'O'), (' ', 'O'), ('브레킨리지', 'PERSON'), ('는', 'O'), (' ', 'O'), ('누구의', 'O'), (' ', 'O'), ('휘하에', 'O'), (' ', 'O'), ('있었나?', 'O')]"
알렉산드로스 대왕은 고대 근동을 언제 점령했는가?,"[('알렉산드로스', 'PERSON'), (' ', 'O'), ('대왕', 'CIVILIZATION'), ('은', 'O'), (' ', 'O'), ('고대', 'DATE'), (' ', 'O'), ('근동', 'LOCATION'), ('을', 'O'), (' ', 'O'), ('언제', 'O'), (' ', 'O'), ('점령했는가?', 'O')]"
광종이 혜거를 만나러 도덕암에 갈 때 이용했던 이동수단은?,"[('광종', 'PERSON'), ('이', 'O'), (' ', 'O'), ('혜거', 'PERSON'), ('를', 'O'), (' ', 'O'), ('만나러', 'O'), (' ', 'O'), ('도덕암', 'ARTIFACT'), ('에', 'O'), (' ', 'O'), ('갈', 'O'), (' ', 'O'), ('때', 'O'), (' ', 'O'), ('이용했던', 'O'), (' ', 'O'), ('이동수단은?', 'O')]"
로빈훗과 필립 왕세자가 만난 곳의 지명은?,"[('로빈훗', 'PERSON'), ('과', 'O'), (' ', 'O'), ('필립', 'PERSON'), (' ', 'O'), ('왕세자', 'CIVILIZATION'), ('가', 'O'), (' ', 'O'), ('만난', 'O'), (' ', 'O'), ('곳의', 'O'), (' ', 'O'), ('지명은?', 'O')]"
돈오점수와 혜능의 법맥은 양립할 수 없다고 주장한 사람은?,"[('돈오점수와', 'O'), (' ', 'O'), ('혜능', 'PERSON'), ('의', 'O'), (' ', 'O'), ('법맥은', 'O'), (' ', 'O'), ('양립할', 'O'), (' ', 'O'), ('수', 'O'), (' ', 'O'), ('없다고', 'O'), (' ', 'O'), ('주장한', 'O'), (' ', 'O'), ('사람은?', 'O')]"
나폴레옹이 크렘린 궁을 불태운 것은 몇 년인가?,"[('나폴레옹', 'PERSON'), ('이', 'O'), (' ', 'O'), ('크렘린 궁', 'ARTIFACT'), ('을', 'O'), (' ', 'O'), ('불태운', 'O'), (' ', 'O'), ('것은', 'O'), (' ', 'O'), ('몇', 'O'), (' ', 'O'), ('년인가?', 'O')]"
모하베드 나부스의 아내는?,"[('모하베드 나부스', 'PERSON'), ('의', 'O'), (' ', 'O'), ('아내', 'CIVILIZATION'), ('는?', 'O')]"
알렉산더 3세를 자신의 사위로 맞고자 했던 할리카르낫소스의 지배자는?,"[('알렉산더', 'PERSON'), (' ', 'O'), ('3세', 'QUANTITY'), ('를', 'O'), (' ', 'O'), ('자신의', 'O'), (' ', 'O'), ('사위', 'CIVILIZATION'), ('로', 'O'), (' ', 'O'), ('맞고자', 'O'), (' ', 'O'), ('했던', 'O'), (' ', 'O'), ('할리카르낫소스', 'ORGANIZATION'), ('의', 'O'), (' ', 'O'), ('지배자', 'CIVILIZATION'), ('는?', 'O')]"
